user_id,total_orders,avg_days_between_orders,max_order_number,churn
81159,24,6.6956521739130448,24,0
12966,24,6.7391304347826066,24,0
28455,24,6.7391304347826084,24,1
103531,24,6.7391304347826084,24,0
173567,24,6.7391304347826093,24,0
67876,24,6.7826086956521729,24,0
184962,24,6.7826086956521747,24,0
8172,24,6.8260869565217384,24,0
67587,24,6.9130434782608683,24,0
113132,24,6.9130434782608692,24,0
203080,24,6.9130434782608692,24,0
102048,24,6.91304347826087,24,0
78158,24,6.9565217391304346,24,0
183686,24,6.9565217391304346,24,0
138714,24,6.9565217391304355,24,0
21388,24,6.9565217391304355,24,0
161764,24,6.9565217391304355,24,0
53107,24,6.9999999999999982,24,0
84568,24,7.0,24,0
168002,24,7.0,24,0
54787,24,7.0,24,0
86358,24,7.0000000000000009,24,0
166081,24,7.0000000000000009,24,0
21666,24,7.0000000000000009,24,0
19254,24,7.0000000000000009,24,0
12137,24,7.0000000000000009,24,0
173622,24,7.0434782608695645,24,0
194231,24,7.0434782608695645,24,1
127413,24,7.0434782608695654,24,0
112039,24,7.0434782608695654,24,0
109969,24,7.0434782608695654,24,0
188746,24,7.0434782608695663,24,1
14974,24,7.08695652173913,24,0
47589,24,7.08695652173913,24,0
43033,24,7.08695652173913,24,0
188247,24,7.1304347826086953,24,0
92083,24,7.1304347826086953,24,0
81193,24,7.1304347826086962,24,0
40080,24,7.1304347826086962,24,1
158569,24,7.1304347826086962,24,0
191221,24,7.1739130434782608,24,0
74209,24,7.1739130434782608,24,0
28037,24,7.1739130434782608,24,0
144969,24,7.1739130434782616,24,1
40976,24,7.1739130434782625,24,0
98123,24,7.2173913043478271,24,0
110293,24,7.2608695652173916,24,0
178843,24,7.2608695652173916,24,0
125029,24,7.3043478260869552,24,0
86330,24,7.3043478260869552,24,0
13859,24,7.3043478260869561,24,0
127495,24,7.3043478260869561,24,0
62424,24,7.3043478260869561,24,0
37551,24,7.3043478260869561,24,0
38355,24,7.3043478260869561,24,0
85452,24,7.304347826086957,24,0
189427,24,7.304347826086957,24,0
138756,24,7.3478260869565206,24,0
6554,24,7.3478260869565215,24,0
64274,24,7.3478260869565224,24,0
75688,24,7.3478260869565224,24,0
22386,24,7.3478260869565224,24,0
111761,24,7.3913043478260869,24,0
175669,24,7.3913043478260869,24,0
47453,24,7.3913043478260878,24,1
150640,24,7.3913043478260887,24,0
38514,24,7.4347826086956532,24,0
169081,24,7.4782608695652151,24,0
14497,24,7.4782608695652169,24,1
13389,24,7.4782608695652177,24,0
169330,24,7.4782608695652177,24,0
192998,24,7.4782608695652177,24,0
101180,24,7.5217391304347823,24,0
157237,24,7.521739130434784,24,0
197760,24,7.5652173913043468,24,0
154274,24,7.5652173913043468,24,0
183258,24,7.5652173913043468,24,1
172325,24,7.5652173913043468,24,0
136131,24,7.5652173913043477,24,0
167964,24,7.5652173913043477,24,1
141905,24,7.5652173913043477,24,1
150770,24,7.5652173913043477,24,1
159852,24,7.5652173913043486,24,0
154380,24,7.6086956521739122,24,0
146837,24,7.6086956521739122,24,1
60108,24,7.6086956521739122,24,1
108950,24,7.6086956521739122,24,0
149412,24,7.6086956521739122,24,0
170607,24,7.6086956521739122,24,0
129029,24,7.6086956521739131,24,0
170528,24,7.608695652173914,24,0
183711,24,7.6086956521739149,24,0
51278,24,7.6521739130434758,24,0
391,24,7.6521739130434776,24,1
174062,24,7.6521739130434776,24,0
98923,24,7.6521739130434785,24,0
132330,24,7.6521739130434785,24,0
149193,24,7.6956521739130421,24,1
188806,24,7.695652173913043,24,0
62510,24,7.695652173913043,24,1
98873,24,7.7391304347826075,24,0
41008,24,7.7391304347826084,24,0
69281,24,7.7391304347826084,24,0
2012,24,7.7391304347826084,24,0
23840,24,7.7391304347826093,24,0
93293,24,7.7391304347826093,24,0
81036,24,7.7391304347826093,24,0
184102,24,7.7826086956521738,24,0
117231,24,7.7826086956521738,24,0
26139,24,7.7826086956521738,24,0
139511,24,7.7826086956521738,24,0
172916,24,7.8260869565217375,24,1
146489,24,7.8260869565217375,24,0
48574,24,7.8260869565217392,24,0
33503,24,7.8260869565217392,24,0
193269,24,7.82608695652174,24,1
137057,24,7.8695652173913029,24,0
26780,24,7.8695652173913038,24,1
123015,24,7.8695652173913038,24,0
35857,24,7.8695652173913038,24,1
25997,24,7.8695652173913047,24,1
58419,24,7.8695652173913047,24,0
187423,24,7.8695652173913047,24,0
132232,24,7.9130434782608692,24,0
75723,24,7.9130434782608692,24,0
125748,24,7.9130434782608692,24,1
124942,24,7.913043478260871,24,0
65284,24,7.9130434782608718,24,1
174372,24,7.9565217391304337,24,0
139112,24,7.9565217391304346,24,1
143794,24,7.9565217391304346,24,0
158323,24,7.9565217391304346,24,1
117504,24,8.0,24,0
150715,24,8.0,24,1
187247,24,8.0,24,0
63338,24,8.0,24,0
31768,24,8.0000000000000018,24,0
108632,24,8.0000000000000036,24,1
46566,24,8.0434782608695645,24,0
111063,24,8.0434782608695645,24,0
104782,24,8.0434782608695645,24,0
31716,24,8.0434782608695645,24,0
156342,24,8.0434782608695645,24,0
113169,24,8.0434782608695663,24,0
164849,24,8.0434782608695663,24,1
159582,24,8.08695652173913,24,0
73363,24,8.08695652173913,24,0
159695,24,8.08695652173913,24,0
142403,24,8.1304347826086936,24,0
104839,24,8.1304347826086936,24,0
97336,24,8.1304347826086953,24,0
89633,24,8.1304347826086953,24,0
41243,24,8.1304347826086953,24,0
178296,24,8.1304347826086953,24,0
24035,24,8.17391304347826,24,1
93556,24,8.1739130434782616,24,0
165183,24,8.1739130434782634,24,0
129179,24,8.2173913043478244,24,0
65198,24,8.2173913043478244,24,0
143084,24,8.2173913043478262,24,0
81744,24,8.2173913043478262,24,0
106519,24,8.2173913043478262,24,0
91651,24,8.2173913043478262,24,0
20623,24,8.2173913043478262,24,1
74556,24,8.2173913043478262,24,1
183756,24,8.2173913043478279,24,0
134189,24,8.2173913043478279,24,0
172228,24,8.2608695652173889,24,0
83849,24,8.26086956521739,24,1
76939,24,8.26086956521739,24,0
205958,24,8.26086956521739,24,0
77599,24,8.26086956521739,24,0
114566,24,8.26086956521739,24,0
156179,24,8.26086956521739,24,0
167490,24,8.2608695652173942,24,0
7090,24,8.3043478260869552,24,0
179569,24,8.3043478260869552,24,0
195345,24,8.3043478260869552,24,0
174135,24,8.3043478260869552,24,0
118141,24,8.34782608695652,24,0
193513,24,8.34782608695652,24,0
87228,24,8.3478260869565215,24,0
47215,24,8.3478260869565215,24,0
121987,24,8.3478260869565215,24,0
22198,24,8.3478260869565215,24,0
66384,24,8.3478260869565233,24,0
114335,24,8.3478260869565251,24,0
123288,24,8.391304347826086,24,0
59956,24,8.391304347826086,24,0
11546,24,8.391304347826086,24,0
160756,24,8.3913043478260878,24,1
177542,24,8.3913043478260878,24,1
190097,24,8.39130434782609,24,0
32588,24,8.43478260869565,24,1
46169,24,8.43478260869565,24,1
163306,24,8.4347826086956523,24,0
61288,24,8.4347826086956523,24,1
21578,24,8.4347826086956541,24,0
120337,24,8.4782608695652151,24,1
136320,24,8.4782608695652151,24,0
198130,24,8.4782608695652169,24,1
50278,24,8.4782608695652169,24,0
108819,24,8.4782608695652186,24,0
185729,24,8.5217391304347814,24,0
174868,24,8.5217391304347814,24,0
109035,24,8.5217391304347814,24,0
154882,24,8.5217391304347814,24,0
195631,24,8.5217391304347831,24,0
65556,24,8.5217391304347831,24,0
61519,24,8.5217391304347831,24,0
91247,24,8.5652173913043459,24,0
7152,24,8.5652173913043477,24,0
90800,24,8.56521739130435,24,0
78395,24,8.56521739130435,24,0
29458,24,8.60869565217391,24,0
123759,24,8.60869565217391,24,1
32430,24,8.6086956521739122,24,0
185215,24,8.6086956521739122,24,0
47531,24,8.6086956521739122,24,1
204825,24,8.608695652173914,24,0
150483,24,8.608695652173914,24,0
171244,24,8.608695652173914,24,0
140559,24,8.6521739130434767,24,1
59969,24,8.6521739130434785,24,0
81404,24,8.6521739130434785,24,0
103700,24,8.6521739130434785,24,0
90257,24,8.6521739130434785,24,0
204497,24,8.6521739130434785,24,0
83882,24,8.6521739130434785,24,0
67489,24,8.6521739130434785,24,0
203795,24,8.6521739130434785,24,0
115748,24,8.695652173913043,24,1
201563,24,8.695652173913043,24,0
131426,24,8.695652173913043,24,0
98200,24,8.6956521739130448,24,0
171957,24,8.7391304347826075,24,0
75568,24,8.7391304347826075,24,0
167775,24,8.7391304347826075,24,0
192679,24,8.7391304347826075,24,0
35951,24,8.7391304347826075,24,0
79306,24,8.7391304347826075,24,0
92549,24,8.7391304347826075,24,0
75,24,8.73913043478261,24,0
159789,24,8.73913043478261,24,0
200302,24,8.73913043478261,24,0
38509,24,8.7391304347826111,24,0
150537,24,8.7826086956521721,24,0
148754,24,8.7826086956521721,24,0
166384,24,8.7826086956521738,24,0
162848,24,8.7826086956521738,24,0
77438,24,8.7826086956521738,24,0
66777,24,8.7826086956521738,24,1
152975,24,8.7826086956521756,24,0
32157,24,8.8260869565217384,24,1
28507,24,8.8260869565217384,24,0
206200,24,8.8260869565217384,24,0
170586,24,8.82608695652174,24,0
68765,24,8.82608695652174,24,1
171491,24,8.82608695652174,24,0
132746,24,8.82608695652174,24,0
148451,24,8.8260869565217419,24,0
46379,24,8.8695652173913029,24,0
58461,24,8.8695652173913029,24,0
73517,24,8.8695652173913047,24,1
96271,24,8.8695652173913064,24,0
125711,24,8.8695652173913064,24,1
138499,24,8.8695652173913064,24,0
141656,24,8.9130434782608674,24,1
12506,24,8.91304347826087,24,1
150822,24,8.91304347826087,24,0
120803,24,8.91304347826087,24,0
164237,24,8.91304347826087,24,0
67906,24,8.91304347826087,24,0
67849,24,8.913043478260871,24,0
176017,24,8.9565217391304337,24,0
184989,24,8.9565217391304337,24,0
87777,24,8.9565217391304355,24,0
36647,24,8.9565217391304355,24,1
60491,24,8.9565217391304355,24,0
55733,24,8.9565217391304355,24,1
163071,24,8.9565217391304373,24,1
87206,24,8.9999999999999982,24,0
95833,24,8.9999999999999982,24,0
120962,24,9.0,24,0
56322,24,9.0434782608695645,24,0
26349,24,9.0434782608695645,24,0
56952,24,9.0434782608695663,24,0
165908,24,9.0434782608695663,24,0
186836,24,9.086956521739129,24,0
182510,24,9.086956521739129,24,1
97792,24,9.08695652173913,24,0
35305,24,9.08695652173913,24,0
23937,24,9.08695652173913,24,0
8470,24,9.08695652173913,24,0
2850,24,9.08695652173913,24,0
30568,24,9.0869565217391326,24,0
144654,24,9.1304347826086936,24,0
27496,24,9.1304347826086936,24,1
196791,24,9.1304347826086953,24,0
132653,24,9.1304347826086971,24,0
114487,24,9.1304347826086971,24,1
174376,24,9.17391304347826,24,1
83874,24,9.17391304347826,24,0
13291,24,9.17391304347826,24,1
9331,24,9.17391304347826,24,0
201287,24,9.17391304347826,24,0
112094,24,9.1739130434782616,24,0
121320,24,9.2173913043478244,24,1
155512,24,9.2173913043478244,24,1
30160,24,9.2173913043478262,24,1
22962,24,9.2173913043478262,24,1
116752,24,9.2173913043478262,24,1
40180,24,9.2173913043478262,24,0
77930,24,9.2173913043478262,24,1
77612,24,9.2173913043478279,24,1
41675,24,9.2173913043478279,24,0
153919,24,9.2173913043478279,24,0
172558,24,9.26086956521739,24,0
106313,24,9.2608695652173925,24,1
155419,24,9.3043478260869552,24,0
98929,24,9.304347826086957,24,0
4138,24,9.304347826086957,24,0
112397,24,9.304347826086957,24,0
126627,24,9.304347826086957,24,1
121260,24,9.3043478260869588,24,0
170242,24,9.3478260869565215,24,0
30625,24,9.3478260869565215,24,0
173792,24,9.3478260869565215,24,0
169650,24,9.3478260869565215,24,1
204462,24,9.3478260869565251,24,0
120740,24,9.391304347826086,24,0
26313,24,9.391304347826086,24,0
195778,24,9.3913043478260878,24,0
9983,24,9.3913043478260878,24,0
184462,24,9.3913043478260878,24,0
73432,24,9.3913043478260878,24,1
190920,24,9.3913043478260878,24,0
80292,24,9.3913043478260878,24,0
153607,24,9.43478260869565,24,0
43867,24,9.43478260869565,24,1
147518,24,9.4347826086956523,24,0
172226,24,9.4347826086956523,24,1
130696,24,9.4347826086956559,24,0
96696,24,9.4347826086956559,24,0
42444,24,9.4347826086956559,24,0
135044,24,9.4782608695652151,24,0
10298,24,9.4782608695652169,24,0
98196,24,9.4782608695652169,24,0
195020,24,9.4782608695652169,24,1
63022,24,9.4782608695652169,24,1
205661,24,9.4782608695652186,24,0
7697,24,9.4782608695652186,24,0
121656,24,9.4782608695652186,24,0
29660,24,9.47826086956522,24,0
183736,24,9.5217391304347814,24,0
175168,24,9.5217391304347814,24,0
178957,24,9.5217391304347814,24,0
12222,24,9.5217391304347814,24,0
106448,24,9.5217391304347831,24,0
161780,24,9.5217391304347831,24,0
38677,24,9.5217391304347831,24,0
205398,24,9.5217391304347831,24,0
2902,24,9.5217391304347849,24,1
194679,24,9.5652173913043459,24,0
205353,24,9.5652173913043459,24,0
83273,24,9.5652173913043459,24,1
16393,24,9.5652173913043477,24,0
62379,24,9.5652173913043477,24,0
206118,24,9.5652173913043477,24,0
119602,24,9.56521739130435,24,1
63186,24,9.6086956521739122,24,0
202478,24,9.6086956521739122,24,0
76554,24,9.6086956521739122,24,1
152800,24,9.6086956521739122,24,0
177217,24,9.6086956521739122,24,0
160028,24,9.608695652173914,24,0
13213,24,9.608695652173914,24,0
196237,24,9.608695652173914,24,0
205873,24,9.6086956521739157,24,0
110007,24,9.6521739130434785,24,0
108814,24,9.6521739130434785,24,0
111591,24,9.6521739130434785,24,1
123764,24,9.6956521739130412,24,0
69837,24,9.6956521739130412,24,0
166460,24,9.6956521739130412,24,0
93910,24,9.695652173913043,24,1
69120,24,9.695652173913043,24,1
104030,24,9.695652173913043,24,0
54251,24,9.6956521739130448,24,1
165521,24,9.6956521739130448,24,1
71098,24,9.6956521739130448,24,0
184649,24,9.6956521739130448,24,0
118147,24,9.6956521739130448,24,1
157480,24,9.7391304347826075,24,0
103198,24,9.7391304347826075,24,0
169799,24,9.73913043478261,24,1
88640,24,9.73913043478261,24,1
195963,24,9.7391304347826111,24,0
188701,24,9.7391304347826111,24,0
159748,24,9.7826086956521721,24,1
30204,24,9.7826086956521721,24,0
194798,24,9.7826086956521738,24,0
87061,24,9.7826086956521738,24,0
128975,24,9.7826086956521738,24,0
95815,24,9.7826086956521756,24,0
156685,24,9.7826086956521756,24,0
135132,24,9.8260869565217366,24,0
129977,24,9.8260869565217384,24,1
80853,24,9.8260869565217384,24,1
103939,24,9.82608695652174,24,0
149661,24,9.82608695652174,24,0
180136,24,9.82608695652174,24,1
63545,24,9.82608695652174,24,0
97434,24,9.8695652173913029,24,0
136063,24,9.8695652173913029,24,0
139016,24,9.8695652173913029,24,1
99533,24,9.8695652173913029,24,0
92461,24,9.8695652173913029,24,1
110124,24,9.8695652173913047,24,0
116971,24,9.8695652173913047,24,0
154868,24,9.8695652173913047,24,0
148255,24,9.9130434782608674,24,1
71152,24,9.91304347826087,24,0
16281,24,9.91304347826087,24,1
907,24,9.91304347826087,24,0
160971,24,9.91304347826087,24,0
87597,24,9.91304347826087,24,0
180217,24,9.9565217391304319,24,1
127817,24,9.9565217391304337,24,0
70671,24,9.9565217391304337,24,0
12715,24,9.9565217391304337,24,1
71244,24,9.9565217391304337,24,0
125492,24,9.9565217391304355,24,0
86603,24,9.9565217391304355,24,0
153336,24,9.9565217391304355,24,0
189886,24,9.9565217391304355,24,0
14490,24,9.9565217391304355,24,0
64382,24,9.9565217391304355,24,1
45720,24,9.9999999999999964,24,0
61366,24,9.9999999999999982,24,0
154876,24,9.9999999999999982,24,0
17258,24,10.0,24,0
14593,24,10.0,24,1
5057,24,10.0,24,0
126718,24,10.0,24,0
193957,24,10.0,24,0
177782,24,10.0,24,0
122923,24,10.0,24,1
167093,24,10.0,24,0
50855,24,10.000000000000002,24,0
204412,24,10.000000000000002,24,1
175958,24,10.000000000000002,24,0
186572,24,10.043478260869565,24,0
34846,24,10.043478260869565,24,0
123797,24,10.043478260869565,24,0
133954,24,10.043478260869565,24,0
122392,24,10.043478260869565,24,0
124287,24,10.043478260869565,24,0
151568,24,10.043478260869565,24,0
75912,24,10.043478260869566,24,0
21923,24,10.043478260869568,24,0
100440,24,10.043478260869568,24,0
91197,24,10.086956521739131,24,1
119128,24,10.086956521739131,24,0
135309,24,10.086956521739131,24,0
192114,24,10.086956521739131,24,0
131957,24,10.086956521739133,24,0
24149,24,10.086956521739133,24,1
190603,24,10.130434782608695,24,0
5936,24,10.130434782608695,24,0
65522,24,10.130434782608695,24,1
52127,24,10.130434782608695,24,0
186508,24,10.130434782608695,24,0
157528,24,10.130434782608695,24,0
37020,24,10.130434782608695,24,1
196778,24,10.130434782608697,24,0
55656,24,10.130434782608697,24,0
166685,24,10.130434782608697,24,0
44032,24,10.130434782608699,24,1
198643,24,10.17391304347826,24,0
139406,24,10.17391304347826,24,1
202682,24,10.17391304347826,24,1
162178,24,10.17391304347826,24,0
16166,24,10.173913043478262,24,1
181915,24,10.173913043478262,24,0
14501,24,10.173913043478262,24,0
42657,24,10.173913043478263,24,1
21195,24,10.173913043478263,24,1
85735,24,10.217391304347824,24,0
101017,24,10.217391304347824,24,0
147344,24,10.217391304347826,24,0
172869,24,10.217391304347826,24,0
67374,24,10.217391304347828,24,0
43450,24,10.217391304347828,24,0
39034,24,10.260869565217391,24,0
97647,24,10.260869565217391,24,1
98756,24,10.260869565217391,24,0
120262,24,10.260869565217392,24,0
50421,24,10.304347826086953,24,1
96978,24,10.304347826086955,24,0
20979,24,10.304347826086957,24,1
169111,24,10.304347826086957,24,0
54243,24,10.304347826086957,24,0
119138,24,10.304347826086961,24,0
182993,24,10.34782608695652,24,0
43337,24,10.34782608695652,24,0
103980,24,10.347826086956522,24,0
28387,24,10.347826086956522,24,0
4804,24,10.347826086956522,24,1
1327,24,10.347826086956522,24,1
57466,24,10.347826086956522,24,0
98273,24,10.391304347826086,24,1
188767,24,10.391304347826086,24,0
194372,24,10.391304347826088,24,1
11892,24,10.391304347826088,24,0
167381,24,10.391304347826088,24,0
143785,24,10.391304347826088,24,0
133555,24,10.391304347826088,24,1
165582,24,10.434782608695649,24,1
113009,24,10.434782608695652,24,0
106812,24,10.434782608695652,24,0
162631,24,10.478260869565217,24,0
89551,24,10.478260869565217,24,0
187092,24,10.478260869565217,24,1
5793,24,10.478260869565219,24,0
62909,24,10.478260869565219,24,0
129792,24,10.521739130434781,24,1
34793,24,10.521739130434781,24,0
184162,24,10.521739130434781,24,0
43115,24,10.521739130434783,24,0
6210,24,10.521739130434783,24,0
14820,24,10.521739130434783,24,1
39036,24,10.521739130434783,24,0
157302,24,10.521739130434783,24,0
59695,24,10.521739130434783,24,0
49834,24,10.521739130434785,24,0
194538,24,10.565217391304348,24,0
110458,24,10.565217391304348,24,0
155314,24,10.565217391304348,24,1
138712,24,10.565217391304348,24,0
87581,24,10.565217391304348,24,0
35912,24,10.565217391304349,24,0
101917,24,10.565217391304349,24,0
134804,24,10.608695652173912,24,0
122484,24,10.608695652173912,24,0
87142,24,10.608695652173912,24,0
14082,24,10.608695652173912,24,0
114074,24,10.608695652173914,24,0
55810,24,10.608695652173914,24,0
119323,24,10.608695652173914,24,1
120273,24,10.608695652173914,24,1
194620,24,10.652173913043477,24,0
127383,24,10.652173913043477,24,0
27159,24,10.652173913043478,24,0
36590,24,10.652173913043478,24,1
23959,24,10.65217391304348,24,0
71022,24,10.695652173913041,24,0
118258,24,10.695652173913041,24,1
82138,24,10.695652173913043,24,0
79736,24,10.695652173913043,24,0
69496,24,10.695652173913043,24,0
143585,24,10.695652173913043,24,1
107633,24,10.695652173913043,24,0
54600,24,10.695652173913043,24,1
110113,24,10.695652173913043,24,0
132248,24,10.695652173913045,24,1
19766,24,10.695652173913045,24,1
13883,24,10.695652173913045,24,0
164885,24,10.695652173913045,24,1
68926,24,10.695652173913045,24,1
163289,24,10.695652173913045,24,1
134147,24,10.695652173913045,24,0
3177,24,10.739130434782608,24,0
151341,24,10.739130434782609,24,0
191750,24,10.739130434782609,24,0
7836,24,10.782608695652172,24,0
168270,24,10.782608695652172,24,0
135310,24,10.782608695652172,24,0
118036,24,10.782608695652174,24,1
130797,24,10.782608695652174,24,0
54048,24,10.782608695652174,24,0
149188,24,10.782608695652174,24,0
182357,24,10.782608695652174,24,0
68005,24,10.782608695652174,24,1
69571,24,10.782608695652176,24,1
186032,24,10.782608695652176,24,1
186244,24,10.782608695652176,24,1
178977,24,10.782608695652176,24,0
140451,24,10.782608695652176,24,0
104847,24,10.826086956521738,24,1
54290,24,10.826086956521738,24,1
105668,24,10.826086956521738,24,0
156186,24,10.82608695652174,24,0
68023,24,10.82608695652174,24,1
130354,24,10.82608695652174,24,0
41540,24,10.82608695652174,24,1
142345,24,10.826086956521742,24,0
176855,24,10.869565217391303,24,1
118088,24,10.869565217391303,24,0
107741,24,10.869565217391303,24,1
56507,24,10.869565217391305,24,1
4784,24,10.869565217391305,24,0
147456,24,10.869565217391305,24,0
127548,24,10.869565217391305,24,0
151524,24,10.869565217391306,24,0
196054,24,10.869565217391306,24,1
7018,24,10.913043478260867,24,0
121652,24,10.913043478260869,24,1
44647,24,10.913043478260869,24,1
132940,24,10.913043478260869,24,1
156371,24,10.913043478260871,24,1
182056,24,10.913043478260871,24,1
120778,24,10.913043478260871,24,0
70067,24,10.913043478260871,24,1
72194,24,10.913043478260873,24,0
153813,24,10.913043478260873,24,1
91513,24,10.956521739130434,24,0
138224,24,10.956521739130434,24,0
182469,24,10.956521739130435,24,1
78498,24,10.956521739130435,24,1
74528,24,10.956521739130435,24,0
115353,24,10.956521739130437,24,0
